Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,scouting_report
2738,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,34.0,1990.0,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Scouting Report for Kyle Walker. Team: Manchester City. Position: DF. Age: 34.0. Nation: eng ENG. Matches Played: 15. Minutes: 970. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.4. Progressive Carries: 12. Progressive Passes: 64. 
2739,Kyle Walker,eng ENG,DF,Milan,it Serie A,34.0,1990.0,11,7,659,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.9,1.0,11,32,19,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.13,0.01,0.13,Scouting Report for Kyle Walker. Team: Milan. Position: DF. Age: 34.0. Nation: eng ENG. Matches Played: 11. Minutes: 659. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.9. Progressive Carries: 11. Progressive Passes: 32. 
2740,Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,27.0,1997.0,33,33,2918,32.4,0,2,2,0,0,0,5,0,0.8,0.8,2.8,3.6,114,139,144,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,Scouting Report for Kyle Walker-Peters. Team: Southampton. Position: DF. Age: 27.0. Nation: eng ENG. Matches Played: 33. Minutes: 2918. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 2.8. Progressive Carries: 114. Progressive Passes: 139. 
2741,Christian Walton,eng ENG,GK,Ipswich Town,eng Premier League,28.0,1995.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Christian Walton. Team: Ipswich Town. Position: GK. Age: 28.0. Nation: eng ENG. Matches Played: 7. Minutes: 630. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
2742,Sebastian Walukiewicz,pl POL,DF,Torino,it Serie A,24.0,2000.0,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,25,80,31,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Scouting Report for Sebastian Walukiewicz. Team: Torino. Position: DF. Age: 24.0. Nation: pl POL. Matches Played: 29. Minutes: 1661. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.3. Progressive Carries: 25. Progressive Passes: 80. 
2743,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,24.0,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Scouting Report for Sebastian Walukiewicz. Team: Empoli. Position: DF. Age: 24.0. Nation: pl POL. Matches Played: 2. Minutes: 180. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.1. Progressive Carries: 2. Progressive Passes: 8. 
2744,Aaron Wan-Bissaka,eng ENG,DF,West Ham,eng Premier League,26.0,1997.0,36,35,3154,35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,Scouting Report for Aaron Wan-Bissaka. Team: West Ham. Position: DF. Age: 26.0. Nation: eng ENG. Matches Played: 36. Minutes: 3154. Goals: 2. Assists: 5. Non-Penalty xG (npxG): 1.2. Expected Assists (xAG): 3.5. Progressive Carries: 110. Progressive Passes: 149. 
2745,Paul Wanner,de GER,"MF,FW",Heidenheim,de Bundesliga,18.0,2005.0,29,20,1771,19.7,3,2,5,2,1,1,2,0,3.7,2.9,1.3,4.1,28,64,65,0.15,0.1,0.25,0.1,0.2,0.19,0.06,0.25,0.15,0.21,"Scouting Report for Paul Wanner. Team: Heidenheim. Position: MF,FW. Age: 18.0. Nation: de GER. Matches Played: 29. Minutes: 1771. Goals: 3. Assists: 2. Non-Penalty xG (npxG): 2.9. Expected Assists (xAG): 1.3. Progressive Carries: 28. Progressive Passes: 64. "
2748,James Ward-Prowse,eng ENG,MF,West Ham,eng Premier League,29.0,1994.0,15,12,1039,11.5,1,1,2,1,0,0,2,0,1.6,1.6,1.9,3.6,11,54,9,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,Scouting Report for James Ward-Prowse. Team: West Ham. Position: MF. Age: 29.0. Nation: eng ENG. Matches Played: 15. Minutes: 1039. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 1.6. Expected Assists (xAG): 1.9. Progressive Carries: 11. Progressive Passes: 54. 
2749,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,eng Premier League,29.0,1994.0,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,Scouting Report for James Ward-Prowse. Team: Nott'ham Forest. Position: MF. Age: 29.0. Nation: eng ENG. Matches Played: 9. Minutes: 400. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 1.1. Progressive Carries: 1. Progressive Passes: 16. 
2751,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,28.0,1995.0,38,31,2598,28.9,16,8,24,14,2,2,2,0,15.3,13.8,3.3,17.1,55,31,165,0.55,0.28,0.83,0.48,0.76,0.53,0.12,0.65,0.48,0.59,Scouting Report for Ollie Watkins. Team: Aston Villa. Position: FW. Age: 28.0. Nation: eng ENG. Matches Played: 38. Minutes: 2598. Goals: 16. Assists: 8. Non-Penalty xG (npxG): 13.8. Expected Assists (xAG): 3.3. Progressive Carries: 55. Progressive Passes: 31. 
2752,Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,24.0,2000.0,30,18,1638,18.2,5,2,7,5,0,0,4,0,3.4,3.4,1.6,5.1,45,56,120,0.27,0.11,0.38,0.27,0.38,0.19,0.09,0.28,0.19,0.28,"Scouting Report for Timothy Weah. Team: Juventus. Position: DF,FW. Age: 24.0. Nation: us USA. Matches Played: 30. Minutes: 1638. Goals: 5. Assists: 2. Non-Penalty xG (npxG): 3.4. Expected Assists (xAG): 1.6. Progressive Carries: 45. Progressive Passes: 56. "
2753,Adam Webster,eng ENG,DF,Brighton,eng Premier League,29.0,1995.0,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Scouting Report for Adam Webster. Team: Brighton. Position: DF. Age: 29.0. Nation: eng ENG. Matches Played: 14. Minutes: 887. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 0.5. Progressive Carries: 8. Progressive Passes: 63. 
2754,Julian Weigl,de GER,MF,Gladbach,de Bundesliga,28.0,1995.0,33,33,2881,32.0,0,2,2,0,0,0,8,0,0.7,0.7,1.1,1.9,11,122,9,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06,Scouting Report for Julian Weigl. Team: Gladbach. Position: MF. Age: 28.0. Nation: de GER. Matches Played: 33. Minutes: 2881. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 1.1. Progressive Carries: 11. Progressive Passes: 122. 
2755,Timon Weiner,de GER,GK,Holstein Kiel,de Bundesliga,25.0,1999.0,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Timon Weiner. Team: Holstein Kiel. Position: GK. Age: 25.0. Nation: de GER. Matches Played: 25. Minutes: 2250. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
2756,Nelson Weiper,de GER,"FW,MF",Mainz 05,de Bundesliga,19.0,2005.0,23,7,704,7.8,3,2,5,3,0,0,2,0,4.1,4.1,1.9,6.0,12,13,62,0.38,0.26,0.64,0.38,0.64,0.52,0.25,0.77,0.52,0.77,"Scouting Report for Nelson Weiper. Team: Mainz 05. Position: FW,MF. Age: 19.0. Nation: de GER. Matches Played: 23. Minutes: 704. Goals: 3. Assists: 2. Non-Penalty xG (npxG): 4.1. Expected Assists (xAG): 1.9. Progressive Carries: 12. Progressive Passes: 13. "
2757,Mitchell Weiser,de GER,"DF,MF",Werder Bremen,de Bundesliga,30.0,1994.0,32,32,2868,31.9,5,9,14,5,0,0,9,1,5.4,5.4,4.7,10.1,65,125,200,0.16,0.28,0.44,0.16,0.44,0.17,0.15,0.32,0.17,0.32,"Scouting Report for Mitchell Weiser. Team: Werder Bremen. Position: DF,MF. Age: 30.0. Nation: de GER. Matches Played: 32. Minutes: 2868. Goals: 5. Assists: 9. Non-Penalty xG (npxG): 5.4. Expected Assists (xAG): 4.7. Progressive Carries: 65. Progressive Passes: 125. "
2758,Noah Weißhaupt,de GER,"FW,MF",St. Pauli,de Bundesliga,22.0,2001.0,19,13,1160,12.9,1,0,1,1,0,0,0,0,2.1,2.1,1.8,3.9,42,33,94,0.08,0.0,0.08,0.08,0.08,0.16,0.14,0.3,0.16,0.3,"Scouting Report for Noah Weißhaupt. Team: St. Pauli. Position: FW,MF. Age: 22.0. Nation: de GER. Matches Played: 19. Minutes: 1160. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 2.1. Expected Assists (xAG): 1.8. Progressive Carries: 42. Progressive Passes: 33. "
2760,Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,33.0,1990.0,30,24,2115,23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,Scouting Report for Danny Welbeck. Team: Brighton. Position: FW. Age: 33.0. Nation: eng ENG. Matches Played: 30. Minutes: 2115. Goals: 10. Assists: 4. Non-Penalty xG (npxG): 8.8. Expected Assists (xAG): 1.4. Progressive Carries: 21. Progressive Passes: 47. 
2761,Welington,br BRA,DF,Southampton,eng Premier League,23.0,2001.0,10,6,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,11,19,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Scouting Report for Welington. Team: Southampton. Position: DF. Age: 23.0. Nation: br BRA. Matches Played: 10. Minutes: 482. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.1. Progressive Carries: 5. Progressive Passes: 11. 
2762,Timo Werner,de GER,"FW,MF",Tottenham,eng Premier League,28.0,1996.0,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,"Scouting Report for Timo Werner. Team: Tottenham. Position: FW,MF. Age: 28.0. Nation: de GER. Matches Played: 18. Minutes: 516. Goals: 0. Assists: 3. Non-Penalty xG (npxG): 1.0. Expected Assists (xAG): 2.5. Progressive Carries: 42. Progressive Passes: 30. "
2763,Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,20.0,2004.0,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,Scouting Report for Adam Wharton. Team: Crystal Palace. Position: MF. Age: 20.0. Nation: eng ENG. Matches Played: 20. Minutes: 1318. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 3.0. Progressive Carries: 14. Progressive Passes: 107. 
2764,Ben White,eng ENG,DF,Arsenal,eng Premier League,26.0,1997.0,17,13,1198,13.3,0,2,2,0,0,0,2,0,0.5,0.5,1.4,1.8,23,59,42,0.0,0.15,0.15,0.0,0.15,0.03,0.1,0.14,0.03,0.14,Scouting Report for Ben White. Team: Arsenal. Position: DF. Age: 26.0. Nation: eng ENG. Matches Played: 17. Minutes: 1198. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.5. Expected Assists (xAG): 1.4. Progressive Carries: 23. Progressive Passes: 59. 
2765,Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,31.0,1993.0,27,3,504,5.6,0,1,1,0,0,0,3,0,0.3,0.3,0.4,0.7,3,23,36,0.0,0.18,0.18,0.0,0.18,0.06,0.07,0.13,0.06,0.13,Scouting Report for Silvan Widmer. Team: Mainz 05. Position: DF. Age: 31.0. Nation: ch SUI. Matches Played: 27. Minutes: 504. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.4. Progressive Carries: 3. Progressive Passes: 23. 
2766,Mats Wieffer,nl NED,"DF,MF",Brighton,eng Premier League,24.0,1999.0,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,"Scouting Report for Mats Wieffer. Team: Brighton. Position: DF,MF. Age: 24.0. Nation: nl NED. Matches Played: 25. Minutes: 1015. Goals: 1. Assists: 3. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 1.6. Progressive Carries: 18. Progressive Passes: 62. "
2767,Mateusz Wieteska,pl POL,DF,Cagliari,it Serie A,27.0,1997.0,5,1,184,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.18,0.1,0.18,Scouting Report for Mateusz Wieteska. Team: Cagliari. Position: DF. Age: 27.0. Nation: pl POL. Matches Played: 5. Minutes: 184. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 0.2. Progressive Carries: 1. Progressive Passes: 5. 
2768,Caleb Wiley,us USA,"DF,MF",Strasbourg,fr Ligue 1,19.0,2004.0,6,3,266,3.0,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,3,7,9,0.0,0.34,0.34,0.0,0.34,0.01,0.23,0.24,0.01,0.24,"Scouting Report for Caleb Wiley. Team: Strasbourg. Position: DF,MF. Age: 19.0. Nation: us USA. Matches Played: 6. Minutes: 266. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.7. Progressive Carries: 3. Progressive Passes: 7. "
2769,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,30.0,1994.0,35,29,2652,29.5,6,8,14,6,0,0,1,0,7.6,7.6,7.8,15.4,107,76,302,0.2,0.27,0.48,0.2,0.48,0.26,0.27,0.52,0.26,0.52,Scouting Report for Iñaki Williams. Team: Athletic Club. Position: FW. Age: 30.0. Nation: gh GHA. Matches Played: 35. Minutes: 2652. Goals: 6. Assists: 8. Non-Penalty xG (npxG): 7.6. Expected Assists (xAG): 7.8. Progressive Carries: 107. Progressive Passes: 76. 
2770,Neco Williams,wls WAL,DF,Nott'ham Forest,eng Premier League,23.0,2001.0,35,28,2594,28.8,1,3,4,1,0,0,7,0,2.3,2.3,1.6,3.9,68,89,103,0.03,0.1,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13,Scouting Report for Neco Williams. Team: Nott'ham Forest. Position: DF. Age: 23.0. Nation: wls WAL. Matches Played: 35. Minutes: 2594. Goals: 1. Assists: 3. Non-Penalty xG (npxG): 2.3. Expected Assists (xAG): 1.6. Progressive Carries: 68. Progressive Passes: 89. 
2771,Nico Williams,es ESP,FW,Athletic Club,es La Liga,22.0,2002.0,29,22,1996,22.2,5,5,10,5,0,0,1,0,4.2,4.2,3.5,7.7,118,69,254,0.23,0.23,0.45,0.23,0.45,0.19,0.16,0.35,0.19,0.35,Scouting Report for Nico Williams. Team: Athletic Club. Position: FW. Age: 22.0. Nation: es ESP. Matches Played: 29. Minutes: 1996. Goals: 5. Assists: 5. Non-Penalty xG (npxG): 4.2. Expected Assists (xAG): 3.5. Progressive Carries: 118. Progressive Passes: 69. 
2772,Willian,br BRA,"FW,MF",Fulham,eng Premier League,35.0,1988.0,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,40,33,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,"Scouting Report for Willian. Team: Fulham. Position: FW,MF. Age: 35.0. Nation: br BRA. Matches Played: 10. Minutes: 257. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.5. Progressive Carries: 11. Progressive Passes: 40. "
2773,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,24.0,1999.0,32,11,1086,12.1,0,2,2,0,0,0,4,0,1.6,1.6,2.1,3.8,38,41,86,0.0,0.17,0.17,0.0,0.17,0.14,0.18,0.31,0.14,0.31,"Scouting Report for Joe Willock. Team: Newcastle Utd. Position: MF,FW. Age: 24.0. Nation: eng ENG. Matches Played: 32. Minutes: 1086. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 1.6. Expected Assists (xAG): 2.1. Progressive Carries: 38. Progressive Passes: 41. "
2774,Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,32.0,1992.0,18,2,370,4.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,4,17,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Scouting Report for Callum Wilson. Team: Newcastle Utd. Position: FW. Age: 32.0. Nation: eng ENG. Matches Played: 18. Minutes: 370. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.1. Progressive Carries: 5. Progressive Passes: 4. 
2775,Harry Wilson,wls WAL,"FW,MF",Fulham,eng Premier League,27.0,1997.0,25,12,1162,12.9,6,1,7,6,0,0,2,0,4.2,4.2,1.1,5.3,22,51,96,0.46,0.08,0.54,0.46,0.54,0.33,0.09,0.41,0.33,0.41,"Scouting Report for Harry Wilson. Team: Fulham. Position: FW,MF. Age: 27.0. Nation: wls WAL. Matches Played: 25. Minutes: 1162. Goals: 6. Assists: 1. Non-Penalty xG (npxG): 4.2. Expected Assists (xAG): 1.1. Progressive Carries: 22. Progressive Passes: 51. "
2776,Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,de Bundesliga,23.0,2001.0,29,22,1770,19.7,3,4,7,3,0,0,5,1,3.7,3.7,2.9,6.7,46,91,75,0.15,0.2,0.36,0.15,0.36,0.19,0.15,0.34,0.19,0.34,"Scouting Report for Patrick Wimmer. Team: Wolfsburg. Position: MF,FW. Age: 23.0. Nation: at AUT. Matches Played: 29. Minutes: 1770. Goals: 3. Assists: 4. Non-Penalty xG (npxG): 3.7. Expected Assists (xAG): 2.9. Progressive Carries: 46. Progressive Passes: 91. "
2777,Jonas Wind,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,25.0,1999.0,31,21,1966,21.8,9,3,12,8,1,2,2,0,5.7,4.0,4.2,8.1,17,100,94,0.41,0.14,0.55,0.37,0.5,0.26,0.19,0.45,0.18,0.37,"Scouting Report for Jonas Wind. Team: Wolfsburg. Position: FW,MF. Age: 25.0. Nation: dk DEN. Matches Played: 31. Minutes: 1966. Goals: 9. Assists: 3. Non-Penalty xG (npxG): 4.0. Expected Assists (xAG): 4.2. Progressive Carries: 17. Progressive Passes: 100. "
2778,Harry Winks,eng ENG,MF,Leicester City,eng Premier League,28.0,1996.0,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,Scouting Report for Harry Winks. Team: Leicester City. Position: MF. Age: 28.0. Nation: eng ENG. Matches Played: 22. Minutes: 1538. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 1.2. Progressive Carries: 19. Progressive Passes: 101. 
2780,Florian Wirtz,de GER,"MF,FW",Leverkusen,de Bundesliga,21.0,2003.0,31,25,2351,26.1,10,12,22,8,2,4,3,0,9.4,6.1,7.0,13.1,131,176,309,0.38,0.46,0.84,0.31,0.77,0.36,0.27,0.63,0.23,0.5,"Scouting Report for Florian Wirtz. Team: Leverkusen. Position: MF,FW. Age: 21.0. Nation: de GER. Matches Played: 31. Minutes: 2351. Goals: 10. Assists: 12. Non-Penalty xG (npxG): 6.1. Expected Assists (xAG): 7.0. Progressive Carries: 131. Progressive Passes: 176. "
2781,Yoane Wissa,cd COD,FW,Brentford,eng Premier League,27.0,1996.0,35,34,2919,32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65,Scouting Report for Yoane Wissa. Team: Brentford. Position: FW. Age: 27.0. Nation: cd COD. Matches Played: 35. Minutes: 2919. Goals: 19. Assists: 4. Non-Penalty xG (npxG): 18.5. Expected Assists (xAG): 2.6. Progressive Carries: 60. Progressive Passes: 67. 
2782,Dani de Wit,nl NED,"MF,FW",Bochum,de Bundesliga,26.0,1998.0,28,11,1153,12.8,2,1,3,2,0,0,1,0,2.1,2.1,0.5,2.7,5,33,37,0.16,0.08,0.23,0.16,0.23,0.17,0.04,0.21,0.17,0.21,"Scouting Report for Dani de Wit. Team: Bochum. Position: MF,FW. Age: 26.0. Nation: nl NED. Matches Played: 28. Minutes: 1153. Goals: 2. Assists: 1. Non-Penalty xG (npxG): 2.1. Expected Assists (xAG): 0.5. Progressive Carries: 5. Progressive Passes: 33. "
2783,Axel Witsel,be BEL,DF,Atlético Madrid,es La Liga,35.0,1989.0,14,9,852,9.5,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.6,2,21,1,0.0,0.11,0.11,0.0,0.11,0.0,0.06,0.06,0.0,0.06,Scouting Report for Axel Witsel. Team: Atlético Madrid. Position: DF. Age: 35.0. Nation: be BEL. Matches Played: 14. Minutes: 852. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.5. Progressive Carries: 2. Progressive Passes: 21. 
2784,Maximilian Wittek,de GER,DF,Bochum,de Bundesliga,28.0,1995.0,33,32,2706,30.1,0,0,0,0,0,0,8,0,1.4,1.4,4.4,5.7,47,141,83,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.19,0.04,0.19,Scouting Report for Maximilian Wittek. Team: Bochum. Position: DF. Age: 28.0. Nation: de GER. Matches Played: 33. Minutes: 2706. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.4. Expected Assists (xAG): 4.4. Progressive Carries: 47. Progressive Passes: 141. 
2785,Marius Wolf,de GER,DF,Augsburg,de Bundesliga,29.0,1995.0,32,28,2144,23.8,1,3,4,1,0,0,2,0,0.7,0.7,3.2,3.9,36,117,95,0.04,0.13,0.17,0.04,0.17,0.03,0.14,0.16,0.03,0.16,Scouting Report for Marius Wolf. Team: Augsburg. Position: DF. Age: 29.0. Nation: de GER. Matches Played: 32. Minutes: 2144. Goals: 1. Assists: 3. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 3.2. Progressive Carries: 36. Progressive Passes: 117. 
2786,Nick Woltemade,de GER,"FW,MF",Stuttgart,de Bundesliga,22.0,2002.0,28,17,1622,18.0,12,2,14,10,2,3,5,1,10.2,8.0,4.6,12.6,31,52,141,0.67,0.11,0.78,0.55,0.67,0.57,0.25,0.82,0.44,0.7,"Scouting Report for Nick Woltemade. Team: Stuttgart. Position: FW,MF. Age: 22.0. Nation: de GER. Matches Played: 28. Minutes: 1622. Goals: 12. Assists: 2. Non-Penalty xG (npxG): 8.0. Expected Assists (xAG): 4.6. Progressive Carries: 31. Progressive Passes: 52. "
2787,Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,de Bundesliga,24.0,1999.0,23,17,1263,14.0,3,2,5,3,0,0,2,0,2.8,2.8,1.7,4.4,32,63,93,0.21,0.14,0.36,0.21,0.36,0.2,0.12,0.31,0.2,0.31,"Scouting Report for Jeong Woo-yeong. Team: Union Berlin. Position: MF,FW. Age: 24.0. Nation: kr KOR. Matches Played: 23. Minutes: 1263. Goals: 3. Assists: 2. Non-Penalty xG (npxG): 2.8. Expected Assists (xAG): 1.7. Progressive Carries: 32. Progressive Passes: 63. "
2788,Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,32.0,1991.0,36,35,2959,32.9,20,3,23,17,3,3,1,0,13.4,11.0,2.6,13.6,14,42,94,0.61,0.09,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42,Scouting Report for Chris Wood. Team: Nott'ham Forest. Position: FW. Age: 32.0. Nation: nz NZL. Matches Played: 36. Minutes: 2959. Goals: 20. Assists: 3. Non-Penalty xG (npxG): 11.0. Expected Assists (xAG): 2.6. Progressive Carries: 14. Progressive Passes: 42. 
2789,Nathan Wood-Gordon,eng ENG,DF,Southampton,eng Premier League,22.0,2002.0,11,9,773,8.6,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Scouting Report for Nathan Wood-Gordon. Team: Southampton. Position: DF. Age: 22.0. Nation: eng ENG. Matches Played: 11. Minutes: 773. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 0.0. Progressive Carries: 2. Progressive Passes: 17. 
2790,Christopher Wooh,cm CMR,DF,Rennes,fr Ligue 1,22.0,2001.0,20,17,1456,16.2,0,0,0,0,0,0,6,1,1.3,1.3,0.1,1.4,14,59,2,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.09,Scouting Report for Christopher Wooh. Team: Rennes. Position: DF. Age: 22.0. Nation: cm CMR. Matches Played: 20. Minutes: 1456. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 0.1. Progressive Carries: 14. Progressive Passes: 59. 
2791,Luke Woolfenden,eng ENG,DF,Ipswich Town,eng Premier League,25.0,1998.0,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Luke Woolfenden. Team: Ipswich Town. Position: DF. Age: 25.0. Nation: eng ENG. Matches Played: 15. Minutes: 1187. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 7. Progressive Passes: 15. 
2792,Granit Xhaka,ch SUI,MF,Leverkusen,de Bundesliga,31.0,1992.0,33,33,2888,32.1,2,7,9,2,0,0,3,0,0.9,0.9,4.4,5.3,42,318,72,0.06,0.22,0.28,0.06,0.28,0.03,0.14,0.17,0.03,0.17,Scouting Report for Granit Xhaka. Team: Leverkusen. Position: MF. Age: 31.0. Nation: ch SUI. Matches Played: 33. Minutes: 2888. Goals: 2. Assists: 7. Non-Penalty xG (npxG): 0.9. Expected Assists (xAG): 4.4. Progressive Carries: 42. Progressive Passes: 318. 
